"Cruise","Ship","OrderOcc","TowType","TowNumber","SpeciesCode","Size","Count","Lat","Lon","Line","Station","SpeciesName","Year","Month","line.station","dumpsite","ID_internal"
106,"JD",27,"M2",5,301,31.2,1,33.70833,-119.52,85.3,45.6,"Triphoturus mexicanus",2001,"06","85.3 45.6",0,590
106,"JD",27,"M2",5,301,34.4,1,33.70833,-119.52,85.3,45.6,"Triphoturus mexicanus",2001,"06","85.3 45.6",0,591
106,"JD",27,"M2",5,301,35.9,1,33.70833,-119.52,85.3,45.6,"Triphoturus mexicanus",2001,"06","85.3 45.6",0,592
106,"JD",27,"M2",5,301,37,1,33.70833,-119.52,85.3,45.6,"Triphoturus mexicanus",2001,"06","85.3 45.6",0,593
106,"JD",27,"M2",5,301,37.2,1,33.70833,-119.52,85.3,45.6,"Triphoturus mexicanus",2001,"06","85.3 45.6",0,594
106,"JD",27,"M2",5,301,38.3,1,33.70833,-119.52,85.3,45.6,"Triphoturus mexicanus",2001,"06","85.3 45.6",0,595
106,"JD",27,"M2",5,301,38.8,1,33.70833,-119.52,85.3,45.6,"Triphoturus mexicanus",2001,"06","85.3 45.6",0,596
106,"JD",28,"M2",2,292,55.9,1,33.49167,-119.321667,86.6,45.6,"Stenobrachius leucopsarus",2001,"06","86.6 45.6",0,597
106,"JD",28,"M2",2,292,56,1,33.49167,-119.321667,86.6,45.6,"Stenobrachius leucopsarus",2001,"06","86.6 45.6",0,598
106,"JD",28,"M2",2,301,33.1,1,33.49167,-119.321667,86.6,45.6,"Triphoturus mexicanus",2001,"06","86.6 45.6",0,599
106,"JD",28,"M2",2,301,52.6,1,33.49167,-119.321667,86.6,45.6,"Triphoturus mexicanus",2001,"06","86.6 45.6",0,600
106,"JD",28,"M2",3,292,41.2,1,33.49167,-119.321667,86.6,45.6,"Stenobrachius leucopsarus",2001,"06","86.6 45.6",0,601
106,"JD",28,"M2",3,301,34,1,33.49167,-119.321667,86.6,45.6,"Triphoturus mexicanus",2001,"06","86.6 45.6",0,602
106,"JD",28,"M2",3,301,34.8,2,33.49167,-119.321667,86.6,45.6,"Triphoturus mexicanus",2001,"06","86.6 45.6",0,603
106,"JD",28,"M2",4,292,22,1,33.49167,-119.321667,86.6,45.6,"Stenobrachius leucopsarus",2001,"06","86.6 45.6",0,604
106,"JD",28,"M2",4,292,25.8,1,33.49167,-119.321667,86.6,45.6,"Stenobrachius leucopsarus",2001,"06","86.6 45.6",0,605
106,"JD",28,"M2",4,292,40.1,1,33.49167,-119.321667,86.6,45.6,"Stenobrachius leucopsarus",2001,"06","86.6 45.6",0,606
106,"JD",28,"M2",4,292,45,1,33.49167,-119.321667,86.6,45.6,"Stenobrachius leucopsarus",2001,"06","86.6 45.6",0,607
106,"JD",28,"M2",4,292,46.2,1,33.49167,-119.321667,86.6,45.6,"Stenobrachius leucopsarus",2001,"06","86.6 45.6",0,608
106,"JD",28,"M2",4,292,47.7,1,33.49167,-119.321667,86.6,45.6,"Stenobrachius leucopsarus",2001,"06","86.6 45.6",0,609
106,"JD",28,"M2",4,292,63.5,1,33.49167,-119.321667,86.6,45.6,"Stenobrachius leucopsarus",2001,"06","86.6 45.6",0,610
106,"JD",28,"M2",4,301,31.8,1,33.49167,-119.321667,86.6,45.6,"Triphoturus mexicanus",2001,"06","86.6 45.6",0,611
106,"JD",28,"M2",4,301,32.8,1,33.49167,-119.321667,86.6,45.6,"Triphoturus mexicanus",2001,"06","86.6 45.6",0,612
106,"JD",28,"M2",4,301,35.2,1,33.49167,-119.321667,86.6,45.6,"Triphoturus mexicanus",2001,"06","86.6 45.6",0,613
106,"JD",28,"M2",4,301,35.3,1,33.49167,-119.321667,86.6,45.6,"Triphoturus mexicanus",2001,"06","86.6 45.6",0,614
106,"JD",28,"M2",4,301,36.4,1,33.49167,-119.321667,86.6,45.6,"Triphoturus mexicanus",2001,"06","86.6 45.6",0,615
106,"JD",28,"M2",4,301,39,1,33.49167,-119.321667,86.6,45.6,"Triphoturus mexicanus",2001,"06","86.6 45.6",0,616
106,"JD",28,"M2",5,292,23.2,1,33.49167,-119.321667,86.6,45.6,"Stenobrachius leucopsarus",2001,"06","86.6 45.6",0,617
106,"JD",28,"M2",5,292,38.9,1,33.49167,-119.321667,86.6,45.6,"Stenobrachius leucopsarus",2001,"06","86.6 45.6",0,618
106,"JD",28,"M2",5,292,40.9,1,33.49167,-119.321667,86.6,45.6,"Stenobrachius leucopsarus",2001,"06","86.6 45.6",0,619
106,"JD",28,"M2",5,292,41.2,1,33.49167,-119.321667,86.6,45.6,"Stenobrachius leucopsarus",2001,"06","86.6 45.6",0,620
106,"JD",28,"M2",5,301,29,1,33.49167,-119.321667,86.6,45.6,"Triphoturus mexicanus",2001,"06","86.6 45.6",0,621
106,"JD",28,"M2",5,301,29.1,1,33.49167,-119.321667,86.6,45.6,"Triphoturus mexicanus",2001,"06","86.6 45.6",0,622
106,"JD",28,"M2",5,301,29.2,1,33.49167,-119.321667,86.6,45.6,"Triphoturus mexicanus",2001,"06","86.6 45.6",0,623
106,"JD",28,"M2",5,301,29.8,1,33.49167,-119.321667,86.6,45.6,"Triphoturus mexicanus",2001,"06","86.6 45.6",0,624
106,"JD",28,"M2",5,301,30,1,33.49167,-119.321667,86.6,45.6,"Triphoturus mexicanus",2001,"06","86.6 45.6",0,625
106,"JD",28,"M2",5,301,30.1,1,33.49167,-119.321667,86.6,45.6,"Triphoturus mexicanus",2001,"06","86.6 45.6",0,626
106,"JD",28,"M2",5,301,31,3,33.49167,-119.321667,86.6,45.6,"Triphoturus mexicanus",2001,"06","86.6 45.6",0,627
106,"JD",28,"M2",5,301,31.2,1,33.49167,-119.321667,86.6,45.6,"Triphoturus mexicanus",2001,"06","86.6 45.6",0,628
106,"JD",28,"M2",5,301,31.3,1,33.49167,-119.321667,86.6,45.6,"Triphoturus mexicanus",2001,"06","86.6 45.6",0,629
106,"JD",28,"M2",5,301,31.5,1,33.49167,-119.321667,86.6,45.6,"Triphoturus mexicanus",2001,"06","86.6 45.6",0,630
106,"JD",28,"M2",5,301,32,2,33.49167,-119.321667,86.6,45.6,"Triphoturus mexicanus",2001,"06","86.6 45.6",0,631
106,"JD",28,"M2",5,301,33.2,2,33.49167,-119.321667,86.6,45.6,"Triphoturus mexicanus",2001,"06","86.6 45.6",0,632
106,"JD",28,"M2",5,301,33.4,1,33.49167,-119.321667,86.6,45.6,"Triphoturus mexicanus",2001,"06","86.6 45.6",0,633
106,"JD",28,"M2",5,301,34.6,1,33.49167,-119.321667,86.6,45.6,"Triphoturus mexicanus",2001,"06","86.6 45.6",0,634
106,"JD",28,"M2",5,301,35,1,33.49167,-119.321667,86.6,45.6,"Triphoturus mexicanus",2001,"06","86.6 45.6",0,635
106,"JD",28,"M2",5,301,35.1,1,33.49167,-119.321667,86.6,45.6,"Triphoturus mexicanus",2001,"06","86.6 45.6",0,636
106,"JD",28,"M2",5,301,35.2,1,33.49167,-119.321667,86.6,45.6,"Triphoturus mexicanus",2001,"06","86.6 45.6",0,637
106,"JD",28,"M2",5,301,36,1,33.49167,-119.321667,86.6,45.6,"Triphoturus mexicanus",2001,"06","86.6 45.6",0,638
106,"JD",28,"M2",5,301,36.1,1,33.49167,-119.321667,86.6,45.6,"Triphoturus mexicanus",2001,"06","86.6 45.6",0,639
106,"JD",28,"M2",5,301,37.5,1,33.49167,-119.321667,86.6,45.6,"Triphoturus mexicanus",2001,"06","86.6 45.6",0,640
106,"JD",28,"M2",5,301,38.3,1,33.49167,-119.321667,86.6,45.6,"Triphoturus mexicanus",2001,"06","86.6 45.6",0,641
106,"JD",30,"M2",3,292,24.9,1,33.65833,-118.966667,86.7,39.9,"Stenobrachius leucopsarus",2001,"06","86.7 39.9",1,642
106,"JD",30,"M2",3,292,39,1,33.65833,-118.966667,86.7,39.9,"Stenobrachius leucopsarus",2001,"06","86.7 39.9",1,643
106,"JD",30,"M2",3,292,57.1,1,33.65833,-118.966667,86.7,39.9,"Stenobrachius leucopsarus",2001,"06","86.7 39.9",1,644
106,"JD",30,"M2",3,292,60,1,33.65833,-118.966667,86.7,39.9,"Stenobrachius leucopsarus",2001,"06","86.7 39.9",1,645
106,"JD",30,"M2",4,292,19.7,1,33.65833,-118.966667,86.7,39.9,"Stenobrachius leucopsarus",2001,"06","86.7 39.9",1,646
106,"JD",30,"M2",4,292,39.3,1,33.65833,-118.966667,86.7,39.9,"Stenobrachius leucopsarus",2001,"06","86.7 39.9",1,647
106,"JD",30,"M2",4,292,43,1,33.65833,-118.966667,86.7,39.9,"Stenobrachius leucopsarus",2001,"06","86.7 39.9",1,648
106,"JD",30,"M2",4,292,49.2,1,33.65833,-118.966667,86.7,39.9,"Stenobrachius leucopsarus",2001,"06","86.7 39.9",1,649
106,"JD",30,"M2",5,292,44.4,1,33.65833,-118.966667,86.7,39.9,"Stenobrachius leucopsarus",2001,"06","86.7 39.9",1,650
106,"JD",30,"M2",5,292,45.2,1,33.65833,-118.966667,86.7,39.9,"Stenobrachius leucopsarus",2001,"06","86.7 39.9",1,651
106,"JD",30,"M2",5,292,45.3,1,33.65833,-118.966667,86.7,39.9,"Stenobrachius leucopsarus",2001,"06","86.7 39.9",1,652
106,"JD",30,"M2",5,292,47.3,1,33.65833,-118.966667,86.7,39.9,"Stenobrachius leucopsarus",2001,"06","86.7 39.9",1,653
106,"JD",31,"M2",2,292,42.9,1,33.28833,-118.793333,88.7,40.7,"Stenobrachius leucopsarus",2001,"06","88.7 40.7",0,654
106,"JD",31,"M2",2,292,57.7,1,33.28833,-118.793333,88.7,40.7,"Stenobrachius leucopsarus",2001,"06","88.7 40.7",0,655
106,"JD",31,"M2",2,301,36.5,1,33.28833,-118.793333,88.7,40.7,"Triphoturus mexicanus",2001,"06","88.7 40.7",0,656
106,"JD",31,"M2",4,292,28.9,1,33.28833,-118.793333,88.7,40.7,"Stenobrachius leucopsarus",2001,"06","88.7 40.7",0,657
106,"JD",31,"M2",4,292,40,1,33.28833,-118.793333,88.7,40.7,"Stenobrachius leucopsarus",2001,"06","88.7 40.7",0,658
106,"JD",31,"M2",4,292,43.1,1,33.28833,-118.793333,88.7,40.7,"Stenobrachius leucopsarus",2001,"06","88.7 40.7",0,659
106,"JD",31,"M2",4,292,44.2,1,33.28833,-118.793333,88.7,40.7,"Stenobrachius leucopsarus",2001,"06","88.7 40.7",0,660
106,"JD",31,"M2",4,292,54.8,1,33.28833,-118.793333,88.7,40.7,"Stenobrachius leucopsarus",2001,"06","88.7 40.7",0,661
106,"JD",31,"M2",4,292,62.2,1,33.28833,-118.793333,88.7,40.7,"Stenobrachius leucopsarus",2001,"06","88.7 40.7",0,662
106,"JD",31,"M2",4,301,33,1,33.28833,-118.793333,88.7,40.7,"Triphoturus mexicanus",2001,"06","88.7 40.7",0,663
106,"JD",31,"M2",4,301,37.1,1,33.28833,-118.793333,88.7,40.7,"Triphoturus mexicanus",2001,"06","88.7 40.7",0,664
106,"JD",31,"M2",5,292,35.3,1,33.28833,-118.793333,88.7,40.7,"Stenobrachius leucopsarus",2001,"06","88.7 40.7",0,665
106,"JD",31,"M2",5,292,40.6,1,33.28833,-118.793333,88.7,40.7,"Stenobrachius leucopsarus",2001,"06","88.7 40.7",0,666
106,"JD",31,"M2",5,292,40.9,1,33.28833,-118.793333,88.7,40.7,"Stenobrachius leucopsarus",2001,"06","88.7 40.7",0,667
106,"JD",31,"M2",5,292,43,1,33.28833,-118.793333,88.7,40.7,"Stenobrachius leucopsarus",2001,"06","88.7 40.7",0,668
106,"JD",31,"M2",5,292,49.8,1,33.28833,-118.793333,88.7,40.7,"Stenobrachius leucopsarus",2001,"06","88.7 40.7",0,669
106,"JD",31,"M2",5,292,56.1,1,33.28833,-118.793333,88.7,40.7,"Stenobrachius leucopsarus",2001,"06","88.7 40.7",0,670
106,"JD",31,"M2",5,292,62.7,1,33.28833,-118.793333,88.7,40.7,"Stenobrachius leucopsarus",2001,"06","88.7 40.7",0,671
106,"JD",31,"M2",5,301,29.8,1,33.28833,-118.793333,88.7,40.7,"Triphoturus mexicanus",2001,"06","88.7 40.7",0,672
106,"JD",31,"M2",5,301,30.2,1,33.28833,-118.793333,88.7,40.7,"Triphoturus mexicanus",2001,"06","88.7 40.7",0,673
106,"JD",31,"M2",5,301,30.9,1,33.28833,-118.793333,88.7,40.7,"Triphoturus mexicanus",2001,"06","88.7 40.7",0,674
106,"JD",31,"M2",5,301,31.8,1,33.28833,-118.793333,88.7,40.7,"Triphoturus mexicanus",2001,"06","88.7 40.7",0,675
106,"JD",31,"M2",5,301,32,1,33.28833,-118.793333,88.7,40.7,"Triphoturus mexicanus",2001,"06","88.7 40.7",0,676
106,"JD",31,"M2",5,301,33.1,1,33.28833,-118.793333,88.7,40.7,"Triphoturus mexicanus",2001,"06","88.7 40.7",0,677
106,"JD",31,"M2",5,301,33.7,1,33.28833,-118.793333,88.7,40.7,"Triphoturus mexicanus",2001,"06","88.7 40.7",0,678
106,"JD",31,"M2",5,301,34.4,1,33.28833,-118.793333,88.7,40.7,"Triphoturus mexicanus",2001,"06","88.7 40.7",0,679
106,"JD",31,"M2",5,301,35.1,1,33.28833,-118.793333,88.7,40.7,"Triphoturus mexicanus",2001,"06","88.7 40.7",0,680
106,"JD",32,"M2",2,292,47,1,33.56167,-118.586667,87.9,36.4,"Stenobrachius leucopsarus",2001,"06","87.9 36.4",1,681
106,"JD",32,"M2",2,292,55,1,33.56167,-118.586667,87.9,36.4,"Stenobrachius leucopsarus",2001,"06","87.9 36.4",1,682
106,"JD",32,"M2",2,292,57.2,1,33.56167,-118.586667,87.9,36.4,"Stenobrachius leucopsarus",2001,"06","87.9 36.4",1,683
106,"JD",32,"M2",2,292,57.5,1,33.56167,-118.586667,87.9,36.4,"Stenobrachius leucopsarus",2001,"06","87.9 36.4",1,684
106,"JD",32,"M2",2,292,57.8,1,33.56167,-118.586667,87.9,36.4,"Stenobrachius leucopsarus",2001,"06","87.9 36.4",1,685
106,"JD",32,"M2",2,292,59.5,1,33.56167,-118.586667,87.9,36.4,"Stenobrachius leucopsarus",2001,"06","87.9 36.4",1,686
106,"JD",32,"M2",2,292,63.1,1,33.56167,-118.586667,87.9,36.4,"Stenobrachius leucopsarus",2001,"06","87.9 36.4",1,687
106,"JD",32,"M2",2,292,66.5,1,33.56167,-118.586667,87.9,36.4,"Stenobrachius leucopsarus",2001,"06","87.9 36.4",1,688
106,"JD",32,"M2",2,301,32.6,1,33.56167,-118.586667,87.9,36.4,"Triphoturus mexicanus",2001,"06","87.9 36.4",1,689
106,"JD",32,"M2",2,301,33.5,1,33.56167,-118.586667,87.9,36.4,"Triphoturus mexicanus",2001,"06","87.9 36.4",1,690
106,"JD",32,"M2",3,292,41.6,1,33.56167,-118.586667,87.9,36.4,"Stenobrachius leucopsarus",2001,"06","87.9 36.4",1,691
106,"JD",32,"M2",3,292,46.7,1,33.56167,-118.586667,87.9,36.4,"Stenobrachius leucopsarus",2001,"06","87.9 36.4",1,692
106,"JD",32,"M2",3,292,46.9,1,33.56167,-118.586667,87.9,36.4,"Stenobrachius leucopsarus",2001,"06","87.9 36.4",1,693
106,"JD",32,"M2",3,292,52.6,1,33.56167,-118.586667,87.9,36.4,"Stenobrachius leucopsarus",2001,"06","87.9 36.4",1,694
106,"JD",32,"M2",3,292,56.1,1,33.56167,-118.586667,87.9,36.4,"Stenobrachius leucopsarus",2001,"06","87.9 36.4",1,695
106,"JD",32,"M2",3,292,58.2,1,33.56167,-118.586667,87.9,36.4,"Stenobrachius leucopsarus",2001,"06","87.9 36.4",1,696
106,"JD",32,"M2",4,292,38.1,1,33.56167,-118.586667,87.9,36.4,"Stenobrachius leucopsarus",2001,"06","87.9 36.4",1,697
106,"JD",32,"M2",4,292,38.5,1,33.56167,-118.586667,87.9,36.4,"Stenobrachius leucopsarus",2001,"06","87.9 36.4",1,698
106,"JD",32,"M2",4,292,47.2,2,33.56167,-118.586667,87.9,36.4,"Stenobrachius leucopsarus",2001,"06","87.9 36.4",1,699
106,"JD",32,"M2",4,292,47.8,1,33.56167,-118.586667,87.9,36.4,"Stenobrachius leucopsarus",2001,"06","87.9 36.4",1,700
106,"JD",32,"M2",4,292,48.9,1,33.56167,-118.586667,87.9,36.4,"Stenobrachius leucopsarus",2001,"06","87.9 36.4",1,701
106,"JD",32,"M2",4,292,58.1,1,33.56167,-118.586667,87.9,36.4,"Stenobrachius leucopsarus",2001,"06","87.9 36.4",1,702
106,"JD",32,"M2",4,292,60,1,33.56167,-118.586667,87.9,36.4,"Stenobrachius leucopsarus",2001,"06","87.9 36.4",1,703
106,"JD",32,"M2",4,292,61.6,1,33.56167,-118.586667,87.9,36.4,"Stenobrachius leucopsarus",2001,"06","87.9 36.4",1,704
106,"JD",32,"M2",4,292,62,1,33.56167,-118.586667,87.9,36.4,"Stenobrachius leucopsarus",2001,"06","87.9 36.4",1,705
106,"JD",32,"M2",4,292,63.1,1,33.56167,-118.586667,87.9,36.4,"Stenobrachius leucopsarus",2001,"06","87.9 36.4",1,706
106,"JD",32,"M2",4,292,64,1,33.56167,-118.586667,87.9,36.4,"Stenobrachius leucopsarus",2001,"06","87.9 36.4",1,707
106,"JD",32,"M2",5,292,38.3,1,33.56167,-118.586667,87.9,36.4,"Stenobrachius leucopsarus",2001,"06","87.9 36.4",1,708
106,"JD",32,"M2",5,292,40.5,1,33.56167,-118.586667,87.9,36.4,"Stenobrachius leucopsarus",2001,"06","87.9 36.4",1,709
106,"JD",32,"M2",5,292,41,1,33.56167,-118.586667,87.9,36.4,"Stenobrachius leucopsarus",2001,"06","87.9 36.4",1,710
106,"JD",32,"M2",5,292,46.4,1,33.56167,-118.586667,87.9,36.4,"Stenobrachius leucopsarus",2001,"06","87.9 36.4",1,711
106,"JD",32,"M2",5,292,48.7,1,33.56167,-118.586667,87.9,36.4,"Stenobrachius leucopsarus",2001,"06","87.9 36.4",1,712
106,"JD",32,"M2",5,292,55.1,1,33.56167,-118.586667,87.9,36.4,"Stenobrachius leucopsarus",2001,"06","87.9 36.4",1,713
106,"JD",32,"M2",5,292,56.2,1,33.56167,-118.586667,87.9,36.4,"Stenobrachius leucopsarus",2001,"06","87.9 36.4",1,714
106,"JD",32,"M2",5,292,58.7,1,33.56167,-118.586667,87.9,36.4,"Stenobrachius leucopsarus",2001,"06","87.9 36.4",1,715
106,"JD",32,"M2",5,292,59.4,1,33.56167,-118.586667,87.9,36.4,"Stenobrachius leucopsarus",2001,"06","87.9 36.4",1,716
106,"JD",32,"M2",5,301,35.5,1,33.56167,-118.586667,87.9,36.4,"Triphoturus mexicanus",2001,"06","87.9 36.4",1,717
106,"JD",33,"M2",2,301,34.8,1,33.48833,-118.296667,88.9,33.8,"Triphoturus mexicanus",2001,"06","88.9 33.8",1,718
106,"JD",33,"M2",2,301,36.8,1,33.48833,-118.296667,88.9,33.8,"Triphoturus mexicanus",2001,"06","88.9 33.8",1,719
106,"JD",33,"M2",3,292,37.4,1,33.48833,-118.296667,88.9,33.8,"Stenobrachius leucopsarus",2001,"06","88.9 33.8",1,720
106,"JD",33,"M2",3,292,46.7,1,33.48833,-118.296667,88.9,33.8,"Stenobrachius leucopsarus",2001,"06","88.9 33.8",1,721
106,"JD",33,"M2",3,292,47,1,33.48833,-118.296667,88.9,33.8,"Stenobrachius leucopsarus",2001,"06","88.9 33.8",1,722
106,"JD",33,"M2",3,301,35.1,1,33.48833,-118.296667,88.9,33.8,"Triphoturus mexicanus",2001,"06","88.9 33.8",1,723
106,"JD",33,"M2",3,301,35.6,1,33.48833,-118.296667,88.9,33.8,"Triphoturus mexicanus",2001,"06","88.9 33.8",1,724
106,"JD",33,"M2",3,301,42.1,1,33.48833,-118.296667,88.9,33.8,"Triphoturus mexicanus",2001,"06","88.9 33.8",1,725
106,"JD",33,"M2",4,292,23.1,1,33.48833,-118.296667,88.9,33.8,"Stenobrachius leucopsarus",2001,"06","88.9 33.8",1,726
106,"JD",33,"M2",4,292,25.2,1,33.48833,-118.296667,88.9,33.8,"Stenobrachius leucopsarus",2001,"06","88.9 33.8",1,727
106,"JD",33,"M2",4,292,36.2,1,33.48833,-118.296667,88.9,33.8,"Stenobrachius leucopsarus",2001,"06","88.9 33.8",1,728
106,"JD",33,"M2",4,292,36.9,1,33.48833,-118.296667,88.9,33.8,"Stenobrachius leucopsarus",2001,"06","88.9 33.8",1,729
106,"JD",33,"M2",4,292,39,3,33.48833,-118.296667,88.9,33.8,"Stenobrachius leucopsarus",2001,"06","88.9 33.8",1,730
106,"JD",33,"M2",4,292,39.5,1,33.48833,-118.296667,88.9,33.8,"Stenobrachius leucopsarus",2001,"06","88.9 33.8",1,731
106,"JD",33,"M2",4,292,40,1,33.48833,-118.296667,88.9,33.8,"Stenobrachius leucopsarus",2001,"06","88.9 33.8",1,732
106,"JD",33,"M2",4,292,41.3,1,33.48833,-118.296667,88.9,33.8,"Stenobrachius leucopsarus",2001,"06","88.9 33.8",1,733
106,"JD",33,"M2",4,292,42,1,33.48833,-118.296667,88.9,33.8,"Stenobrachius leucopsarus",2001,"06","88.9 33.8",1,734
106,"JD",33,"M2",4,292,44,1,33.48833,-118.296667,88.9,33.8,"Stenobrachius leucopsarus",2001,"06","88.9 33.8",1,735
106,"JD",33,"M2",4,292,44.8,1,33.48833,-118.296667,88.9,33.8,"Stenobrachius leucopsarus",2001,"06","88.9 33.8",1,736
106,"JD",33,"M2",4,292,44.9,1,33.48833,-118.296667,88.9,33.8,"Stenobrachius leucopsarus",2001,"06","88.9 33.8",1,737
106,"JD",33,"M2",4,292,45,1,33.48833,-118.296667,88.9,33.8,"Stenobrachius leucopsarus",2001,"06","88.9 33.8",1,738
106,"JD",33,"M2",4,292,46.1,1,33.48833,-118.296667,88.9,33.8,"Stenobrachius leucopsarus",2001,"06","88.9 33.8",1,739
106,"JD",33,"M2",4,292,47,2,33.48833,-118.296667,88.9,33.8,"Stenobrachius leucopsarus",2001,"06","88.9 33.8",1,740
106,"JD",33,"M2",4,292,48.1,1,33.48833,-118.296667,88.9,33.8,"Stenobrachius leucopsarus",2001,"06","88.9 33.8",1,741
106,"JD",33,"M2",4,292,48.2,1,33.48833,-118.296667,88.9,33.8,"Stenobrachius leucopsarus",2001,"06","88.9 33.8",1,742
106,"JD",33,"M2",4,292,48.3,1,33.48833,-118.296667,88.9,33.8,"Stenobrachius leucopsarus",2001,"06","88.9 33.8",1,743
106,"JD",33,"M2",4,292,48.6,1,33.48833,-118.296667,88.9,33.8,"Stenobrachius leucopsarus",2001,"06","88.9 33.8",1,744
106,"JD",33,"M2",4,292,49.8,1,33.48833,-118.296667,88.9,33.8,"Stenobrachius leucopsarus",2001,"06","88.9 33.8",1,745
106,"JD",33,"M2",4,292,50,1,33.48833,-118.296667,88.9,33.8,"Stenobrachius leucopsarus",2001,"06","88.9 33.8",1,746
106,"JD",33,"M2",4,292,53.3,1,33.48833,-118.296667,88.9,33.8,"Stenobrachius leucopsarus",2001,"06","88.9 33.8",1,747
106,"JD",33,"M2",4,292,54.9,1,33.48833,-118.296667,88.9,33.8,"Stenobrachius leucopsarus",2001,"06","88.9 33.8",1,748
106,"JD",33,"M2",4,292,58.5,1,33.48833,-118.296667,88.9,33.8,"Stenobrachius leucopsarus",2001,"06","88.9 33.8",1,749
106,"JD",33,"M2",4,301,22,1,33.48833,-118.296667,88.9,33.8,"Triphoturus mexicanus",2001,"06","88.9 33.8",1,750
106,"JD",33,"M2",4,301,33,2,33.48833,-118.296667,88.9,33.8,"Triphoturus mexicanus",2001,"06","88.9 33.8",1,751
106,"JD",33,"M2",4,301,34,1,33.48833,-118.296667,88.9,33.8,"Triphoturus mexicanus",2001,"06","88.9 33.8",1,752
106,"JD",33,"M2",4,301,35,1,33.48833,-118.296667,88.9,33.8,"Triphoturus mexicanus",2001,"06","88.9 33.8",1,753
106,"JD",33,"M2",4,301,37,1,33.48833,-118.296667,88.9,33.8,"Triphoturus mexicanus",2001,"06","88.9 33.8",1,754
106,"JD",33,"M2",4,301,39.1,1,33.48833,-118.296667,88.9,33.8,"Triphoturus mexicanus",2001,"06","88.9 33.8",1,755
106,"JD",34,"M2",4,292,36.8,1,33.40333,-117.898333,90.1,30,"Stenobrachius leucopsarus",2001,"06","90.1 30",1,756
106,"JD",34,"M2",4,292,42.3,1,33.40333,-117.898333,90.1,30,"Stenobrachius leucopsarus",2001,"06","90.1 30",1,757
106,"JD",34,"M2",4,292,42.8,1,33.40333,-117.898333,90.1,30,"Stenobrachius leucopsarus",2001,"06","90.1 30",1,758
106,"JD",34,"M2",4,292,45,1,33.40333,-117.898333,90.1,30,"Stenobrachius leucopsarus",2001,"06","90.1 30",1,759
106,"JD",34,"M2",4,292,45.3,1,33.40333,-117.898333,90.1,30,"Stenobrachius leucopsarus",2001,"06","90.1 30",1,760
106,"JD",34,"M2",4,292,49.9,1,33.40333,-117.898333,90.1,30,"Stenobrachius leucopsarus",2001,"06","90.1 30",1,761
106,"JD",34,"M2",4,292,56,1,33.40333,-117.898333,90.1,30,"Stenobrachius leucopsarus",2001,"06","90.1 30",1,762
106,"JD",34,"M2",4,301,29,1,33.40333,-117.898333,90.1,30,"Triphoturus mexicanus",2001,"06","90.1 30",1,763
106,"JD",34,"M2",4,301,30,1,33.40333,-117.898333,90.1,30,"Triphoturus mexicanus",2001,"06","90.1 30",1,764
106,"JD",34,"M2",4,301,32.5,1,33.40333,-117.898333,90.1,30,"Triphoturus mexicanus",2001,"06","90.1 30",1,765
106,"JD",34,"M2",4,301,33,1,33.40333,-117.898333,90.1,30,"Triphoturus mexicanus",2001,"06","90.1 30",1,766
106,"JD",34,"M2",4,301,33.5,1,33.40333,-117.898333,90.1,30,"Triphoturus mexicanus",2001,"06","90.1 30",1,767
106,"JD",34,"M2",4,301,37,1,33.40333,-117.898333,90.1,30,"Triphoturus mexicanus",2001,"06","90.1 30",1,768
106,"JD",34,"M2",4,301,39.9,1,33.40333,-117.898333,90.1,30,"Triphoturus mexicanus",2001,"06","90.1 30",1,769
106,"JD",34,"M2",4,301,46,1,33.40333,-117.898333,90.1,30,"Triphoturus mexicanus",2001,"06","90.1 30",1,770
106,"JD",34,"M2",5,301,31.7,1,33.40333,-117.898333,90.1,30,"Triphoturus mexicanus",2001,"06","90.1 30",1,771
106,"JD",35,"M2",3,292,62.1,1,33.24333,-118.248333,90,35.1,"Stenobrachius leucopsarus",2001,"06","90 35.1",1,772
106,"JD",35,"M2",4,292,19.1,1,33.24333,-118.248333,90,35.1,"Stenobrachius leucopsarus",2001,"06","90 35.1",1,773
106,"JD",35,"M2",4,292,23,1,33.24333,-118.248333,90,35.1,"Stenobrachius leucopsarus",2001,"06","90 35.1",1,774
106,"JD",35,"M2",4,292,43.4,1,33.24333,-118.248333,90,35.1,"Stenobrachius leucopsarus",2001,"06","90 35.1",1,775
106,"JD",35,"M2",4,292,51.8,1,33.24333,-118.248333,90,35.1,"Stenobrachius leucopsarus",2001,"06","90 35.1",1,776
106,"JD",35,"M2",4,292,53.6,1,33.24333,-118.248333,90,35.1,"Stenobrachius leucopsarus",2001,"06","90 35.1",1,777
106,"JD",35,"M2",4,301,28.2,1,33.24333,-118.248333,90,35.1,"Triphoturus mexicanus",2001,"06","90 35.1",1,778
106,"JD",35,"M2",4,301,35,1,33.24333,-118.248333,90,35.1,"Triphoturus mexicanus",2001,"06","90 35.1",1,779
106,"JD",35,"M2",4,301,45.2,1,33.24333,-118.248333,90,35.1,"Triphoturus mexicanus",2001,"06","90 35.1",1,780
106,"JD",36,"M2",3,292,60.1,1,32.91833,-118.943333,90,45.1,"Stenobrachius leucopsarus",2001,"06","90 45.1",0,781
